,title,rating,pick_or_not,byline,headline,pub_date,open_date
2349,feardotcom,R,0,Stephen Holden,Fear Dot Com (Movie),2002-08-30,2002-08-30
2350,Mad Love,R,0,Elvis Mitchell,Mad Love (Movie),2002-08-30,2002-08-30
2351,Corpus Callosum,,0,Elvis Mitchell,corpus Callosum (Movie),2002-08-28,
2352,Satin Rouge,,0,Stephen Holden,Satin Rouge (Movie)  ,2002-08-23,
2353,Little Secrets,PG,0,Dave Kehr,Little Secrets (Movie)  ,2002-08-23,2002-08-23
2354,Undisputed,R,0,Elvis Mitchell,Undisputed (Movie)  ,2002-08-23,2002-08-23
2355,Amy's Orgasm,R,0,Dave Kehr,Amy's Orgasm (Movie),2002-08-23,
2356,How I Killed My Father,,0,Elvis Mitchell,How I Killed My Father (Movie),2002-08-23,
2357,Serving Sara,PG-13,0,Stephen Holden,Serving Sara (Movie)  ,2002-08-23,2002-08-23
2358,S1M0NE,PG-13,0,Elvis Mitchell,Simone (Movie)  ,2002-08-23,2002-08-23
2359,The Isle,Not Rated,0,Stephen Holden,"Isle, The (Movie)",2002-08-23,
2360,Gibel Otrara,,0,Dave Kehr,"Fall of Otrar, The (Movie)  ",2002-08-23,
2361,Mother India,,0,Dave Kehr,Mother India (Movie),2002-08-23,
2362,Boxhead Revolution,,0,Dave Kehr,Box Head Revolution (Movie),2002-08-21,
2363,One Hour Photo,R,0,Elvis Mitchell,One Hour Photo (Movie)  ,2002-08-21,2002-09-13
2364,The Adventures of Pluto Nash,PG-13,0,Elvis Mitchell,"Adventures of Pluto Nash, the (Movie)  ",2002-08-17,2002-08-16
2365,Mostly Martha,PG,1,Elvis Mitchell,Mostly Martha (Movie),2002-08-16,2002-09-27
2366,Blue Crush,PG-13,0,A. O. Scott,Blue Crush (Movie)  ,2002-08-16,2002-08-16
2367,The Last Kiss,R,0,Dave Kehr,"Last Kiss, The (Movie)",2002-08-16,
2368,Possession,PG-13,0,A. O. Scott,Possession (Movie)  ,2002-08-16,2002-08-30
2369,All My Loved Ones,,0,Dave Kehr,All My Loved Ones (Movie),2002-08-16,
2370,Happiness of the Katakuris,R,0,Dave Kehr,"Happiness of the Katakuris, The (Movie)  ",2002-08-15,
2371,24 Hour Party People,R,1,Elvis Mitchell,24 Hour Party People (Movie),2002-08-09,2002-09-20
2372,Lewis & Clark: Great Journey West,,0,Lawrence Van Gelder,Lewis & Clark: Great Journey West (Movie),2002-08-09,
2373,Blood Work,R,0,A. O. Scott,Blood Work (Movie),2002-08-09,2002-08-09
2374,XXX,PG-13,0,Elvis Mitchell,Xxx (Movie),2002-08-09,2002-08-09
2375,Secret Ballot,G,0,Dave Kehr,Secret Ballot (Movie),2002-08-09,
2376,The Château,R,0,Dave Kehr,"Chateau, The (Movie)",2002-08-09,
2377,Scarlet Diva,R,0,A. O. Scott,Scarlet Diva (Movie),2002-08-09,
2378,The City of Lost Souls,R,0,Dave Kehr,"City of Lost Souls, The (Movie)",2002-08-08,2002-08-08
2379,Spy Kids 2: The Island of Lost Dreams,PG,1,A. O. Scott,Spy Kids 2: the Island of Lost Dreams (Movie),2002-08-07,2002-08-07
2380,The Good Girl,R,0,Elvis Mitchell,"Good Girl, The (Movie)",2002-08-07,2002-08-30
2381,Martin Lawrence Live: Runteldat,R,0,Elvis Mitchell,Martin Lawrence Live: Runteldat (Movie),2002-08-02,2002-08-02
2382,The Master of Disguise,PG,0,Elvis Mitchell,"Master of Disguise, The (Movie)",2002-08-02,2002-08-02
2383,Full Frontal,R,0,A. O. Scott,Full Frontal (Movie),2002-08-02,2002-08-02
2384,Signs,PG-13,0,A. O. Scott,Signs (Movie),2002-08-02,2002-08-02
2385,Gaza Strip,,0,A. O. Scott,Gaza Strip (Movie),2002-08-01,
2386,Merci Pour le Chocolat,,0,Elvis Mitchell,Merci Pour Le Chocolat (Movie),2002-07-31,
2387,I am Trying to Break Your Heart,Not Rated,0,Dave Kehr,I Am Trying to Break Your Heart (Movie)  ,2002-07-26,
2388,The Kid Stays in the Picture,R,0,Elvis Mitchell,"Kid Stays In the Picture, The (Movie)",2002-07-26,2002-08-16
2389,Happy Times,PG,0,A. O. Scott,Happy Times (Movie),2002-07-26,
2390,Austin Powers in Goldmember,PG-13,0,Stephen Holden,Austin Powers in Goldmember (Movie)  ,2002-07-26,2002-07-26
2391,Lan Yu,R,0,A. O. Scott,Lan Yu (Movie)  ,2002-07-26,
2392,The Country Bears,G,0,A. O. Scott,"Country Bears, The (Movie)  ",2002-07-26,2002-07-26
2393,Who Is Cletis Tout?,R,0,Elvis Mitchell,Who Is Cletis Tout? (Movie)  ,2002-07-26,
2394,Tadpole,PG-13,1,Stephen Holden,Tadpole (Movie)  ,2002-07-19,2002-08-23
2395,Stuart Little 2,PG,1,Stephen Holden,Stuart Little 2 (Movie)  ,2002-07-19,2002-07-19
2396,Being Claudine,,0,Dave Kehr,Being Claudine (Movie)  ,2002-07-19,
2397,K-19: The Widowmaker,PG-13,0,A. O. Scott,K-19 (Movie)  ,2002-07-19,2002-07-19
2398,Green Dragon,PG-13,0,Dave Kehr,Green Dragon (Movie)  ,2002-07-19,
2399,Eight Legged Freaks,PG-13,0,Elvis Mitchell,Eight-Legged Freaks (Movie)  ,2002-07-17,2002-07-17
2400,Ayurveda: The Art of Being,,0,Dave Kehr,Ayurveda: Art of Being (Movie)  ,2002-07-17,
2401,Halloween: Resurrection,R,0,Dave Kehr,Halloween: Resurrection (Movie)  ,2002-07-13,2002-07-12
2402,Road to Perdition,R,1,Stephen Holden,Road to Perdition (Movie)  ,2002-07-12,2002-07-12
2403,Choice of Weapons,,0,Dave Kehr,Choice of Weapons (Movie)  ,2002-07-12,
2404,Last Dance,,0,Stephen Holden,Last Dance (Movie)  ,2002-07-12,
2405,The Crocodile Hunter: Collision Course,PG,0,A. O. Scott,Crocodile Hunter: Collision Course (Movie),2002-07-12,2002-07-12
2406,Sex and Lucia,NC-17,0,Elvis Mitchell,Sex and Lucia (Movie),2002-07-12,
2407,Reign of Fire,PG-13,0,Elvis Mitchell,Reign of Fire (Movie)  ,2002-07-12,2002-07-12
2408,Never Again,R,0,Stephen Holden,Never Again (Movie)  ,2002-07-12,
2409,Tosca,,0,A. O. Scott,Tosca (Movie),2002-07-12,
2410,Presumed Guilty: Tales of the Public Defenders,,0,Dave Kehr,Presumed Guilty (Tv Program),2002-07-10,
2411,Ziggy Stardust and the Spiders From Mars,PG,0,Dave Kehr,Ziggy Stardust and Spiders From Mars (Show)  ,2002-07-10,
2412,Group,,0,Elvis Mitchell,Group (Movie)  ,2002-07-05,2002-07-05
2413,Read My Lips,R,0,A. O. Scott,Read My Lips (Movie)  ,2002-07-05,2002-07-26
2414,Me Without You,R,0,Stephen Holden,Me Without You (Movie)  ,2002-07-05,
2415,Like Mike,PG,0,Elvis Mitchell,Like Mike (Movie)  ,2002-07-03,2002-07-03
2416,Notorious C.H.O.,,0,Stephen Holden,Notorious C.h.o. (Movie)  ,2002-07-03,
2417,The Powerpuff Girls Movie,PG,0,Stephen Holden,Powerpuff Girls Movie (Movie),2002-07-03,2002-07-03
2418,Men in Black II,PG-13,0,A. O. Scott,Men in Black II (Movie)  ,2002-07-03,2002-07-03
2419,Songs From the Second Floor,Not Rated,0,Elvis Mitchell,Songs From the Second Floor (MOVIE),2002-07-03,
2420,Lovely & Amazing,R,1,Stephen Holden,Lovely and Amazing (Movie),2002-06-28,2002-08-02
2421,Hey Arnold! the Movie,PG,0,Elvis Mitchell,Hey Arnold! The Movie (Movie),2002-06-28,2002-06-28
2422,The Cockettes,R,0,A. O. Scott,"Cockettes, The (Movie)",2002-06-28,
2423,Mr. Deeds,PG-13,0,Elvis Mitchell,Mr Deeds (Movie),2002-06-28,2002-06-28
2424,Pumpkin,R,0,A. O. Scott,Pumpkin (Movie),2002-06-28,
2425,A Song for Martin,PG-13,0,Stephen Holden,"Song For Martin, A (Movie)",2002-06-28,
2426,Harvard Man,R,0,A. O. Scott,Harvard Man (Movie),2002-06-28,
2427,Money Buys Happiness,R,0,Elvis Mitchell,Money Buys Happiness (Movie),2002-06-26,
2428,Sunshine State,PG-13,1,Stephen Holden,Sunshine State (Movie),2002-06-21,2002-07-12
2429,Lilo and Stitch,PG,1,A. O. Scott,Lilo and Stitch (Movie),2002-06-21,2002-06-21
2430,Mr. Smith Gets a Hustler,R,0,Dave Kehr,Mr. Smith Gets a Hustler (Movie),2002-06-21,2003-07-01
2431,Dahmer,R,0,Stephen Holden,Dahmer,2002-06-21,
2432,ZigZag,R,0,A. O. Scott,ZigZag (Movie),2002-06-21,2002-07-09
2433,Juwanna Mann,PG-13,0,A. O. Scott,Juwanna Mann (Movie),2002-06-21,2002-06-21
2434,"Skin of Man, Heart of Beast",,0,Stephen Holden,"Skin of Man, Heart of Beast (Movie)",2002-06-21,
2435,Bobby G. Can't Swim: A Story from Hell's Kitchen,R,0,Elvis Mitchell,Bobby G Can't Swim (Movie),2002-06-21,
2436,Minority Report,PG-13,0,Elvis Mitchell,Minority Report (Movie),2002-06-21,2002-06-21
2437,War Photographer,,0,A. O. Scott,War Photographer (Movie),2002-06-19,0000-00-00
2438,The Dangerous Lives of Altar Boys,R,1,Stephen Holden,"Dangerous Lives of Altar Boys, The (Movie) ",2002-06-14,2002-06-28
2439,The Emperor's New Clothes,PG,0,Stephen Holden,"Emperor's New Clothes, The (Movie)",2002-06-14,
2440,Scooby-Doo,PG,0,A. O. Scott,Scooby-Doo (Movie)  ,2002-06-14,2002-06-14
2441,Freeze Me,,0,A. O. Scott,Freeze Me (Movie),2002-06-14,
2442,The Bourne Identity,PG-13,0,A. O. Scott,"Bourne Identity, The (Movie)",2002-06-14,2002-06-14
2443,Windtalkers,R,0,Elvis Mitchell,Windtalkers (Movie)  ,2002-06-14,2002-06-14
2444,Gangster No. 1,R,0,Elvis Mitchell,Gangster No. 1 (Movie)  ,2002-06-14,
2445,Virgil Bliss,,0,Dave Kehr,Virgil Bliss (Movie)  ,2002-06-12,
2446,Cuba Feliz,,0,Stephen Holden,Cuba Feliz (Movie),2002-06-12,
2447,The Legend of Bhagat Singh,Not Rated,0,Dave Kehr,"Legend of Bhagat Singh, The (Movie)  ",2002-06-10,
2448,Mama Africa,,0,Stephen Holden,Mama Africa (Movie)  ,2002-06-07,2002-06-07
2449,Cherish,R,0,Elvis Mitchell,Cherish (Movie)  ,2002-06-07,
2450,Bad Company,PG-13,0,Elvis Mitchell,Bad Company (Movie)  ,2002-06-07,2002-06-07
2451,Divine Secrets of the Ya-Ya Sisterhood,PG-13,0,Stephen Holden,Divine Secrets of the Ya-Ya Sisterhood (Movie)  ,2002-06-07,2002-06-07
2452,Ivans XTC.,,0,A. O. Scott,Ivans Xtc (Movie)  ,2002-06-07,
2453,Secret Society,PG,0,A. O. Scott,Secret Society (Movie),2002-06-07,
2454,Kaaterskill Falls,,0,Lawrence Van Gelder,Katterskill Falls (Movie)  ,2002-06-05,
2455,The Mad Songs of Fernanda Hussein,,0,A. O. Scott,"Mad Songs of Fernanda Husein, The (Movie)  ",2002-05-31,
2456,Undercover Brother,PG-13,0,A. O. Scott,Undercover Brother (Movie)  ,2002-05-31,2002-05-31
2457,The Sum of All Fears,PG-13,0,Stephen Holden,"Sum of All Fears, The (Movie)  ",2002-05-31,2002-05-31
2458,Nijinsky,,0,Stephen Holden,Nijinsky: The Diaries of Vaslav Nijinsky (Movie)  ,2002-05-29,
2459,Elling,R,0,Stephen Holden,Elling (Movie)  ,2002-05-29,
2460,The Next Big Thing,R,0,Lawrence Van Gelder,"Next Big Thing, The (Movie)  ",2002-05-29,
2461,Insomnia,R,1,Elvis Mitchell,Insomnia (Movie)  ,2002-05-24,2002-05-24
2462,Thirteen Conversations About One Thing,R,1,A. O. Scott,Thirteen Conversations About One Thing (Movie) ,2002-05-24,2002-07-05
2463,Sia: The Dream of the Python,,0,Dave Kehr,Sia: The Dream of the Python (Movie)  ,2002-05-24,2002-05-24
2464,Enough,PG-13,0,Stephen Holden,Enough (Movie)  ,2002-05-24,2002-05-24
2465,CQ,R,0,Elvis Mitchell,Cq (Movie)  ,2002-05-24,2002-05-31
2466,Spirit: Stallion of the Cimarron,G,0,Dave Kehr,Spirit: Stallion of the Cimarron (Movie)  ,2002-05-24,2002-05-24
2467,The Importance of Being Earnest,PG,0,Stephen Holden,"Importance of Being Earnest, The (Movie)",2002-05-22,2002-06-21
2468,The Back of the World,,0,Dave Kehr,"Back of the World, The (Movie)",2002-05-22,
2469,About a Boy,,0,A. O. Scott,About a Boy (Movie)  ,2002-05-17,2002-05-17
2470,Nina Hagen = Punk + Glory,,0,Stephen Holden,Nina Hagen=Punk+Glory (Movie)  ,2002-05-16,
2471,Cremaster 3,Not Rated,1,Stephen Holden,Cremaster 3 (Movie)  ,2002-05-15,
2472,Standing By Yourself,Not Rated,0,Dave Kehr,Standing By Yourself (Movie)  ,2002-05-15,2002-05-15
2473,ESPN's Ultimate X,PG,0,Elvis Mitchell,Espn's Ultimate X (Movie),2002-05-10,
2474,Blackwoods,R,0,Stephen Holden,Blackwoods (Movie)  ,2002-05-10,
2475,The New Guy,PG-13,0,Elvis Mitchell,"New Guy, The (Movie)",2002-05-10,2002-05-10
2476,Janice Beard,,0,Stephen Holden,Janice Beard (Movie)  ,2002-05-10,
2477,Star Wars: Episode II Attack of the Clones,PG,0,A. O. Scott,Star Wars (Movies),2002-05-10,2002-05-16
2478,Unfaithful,R,1,Stephen Holden,Unfaithful (Movie)  ,2002-05-08,2002-05-10
2479,Diamonds and Rust,,0,Dave Kehr,Diamonds and Rust (Movie),2002-05-08,
2480,Lagaan: Once Upon a Time in India,PG,0,Dave Kehr,Lagaan: Once Upon A Time in India (Movie)  ,2002-05-08,2002-05-08
2481,The Mystic Masseur,PG,1,Stephen Holden,"Mystic Masseur, The (Movie)  ",2002-05-03,
2482,ABC Africa,Not Rated,0,A. O. Scott,Abc Africa (Movie)  ,2002-05-03,
2483,Fleeing By Night,,0,Elvis Mitchell,Fleeing By Night (Movie),2002-05-03,
2484,Deuces Wild,R,0,Stephen Holden,Deuces Wild (Movie)  ,2002-05-03,2002-05-03
2485,Spider-Man,PG-13,0,A. O. Scott,Spider-Man (Movie)  ,2002-05-03,2002-05-03
2486,Hollywood Ending,PG-13,0,Elvis Mitchell,Hollywood Ending (Movie)  ,2002-05-01,2002-05-03
2487,Uzumaki,,0,Elvis Mitchell,Uzumaki (Movie),2002-05-01,
2488,A Cat Without a Grin,,0,Dave Kehr,"Grin Without a Cat, A (Movie)",2002-05-01,
2489,The Rain,,1,A. O. Scott,Rain (Movie)  ,2002-04-26,
2490,Dogtown and Z-Boys,PG-13,1,Stephen Holden,Dogtown and Z-Boys (Movie)  ,2002-04-26,2002-05-10
2491,For Da Love of Money,R,0,Dave Kehr,For Da Love of Money (Movie)  ,2002-04-26,
2492,Sex With Strangers,,0,Dave Kehr,Sex With Strangers (Movie)  ,2002-04-26,
2493,Life or Something Like It,PG-13,0,A. O. Scott,Life or Something Like It (Movie)  ,2002-04-26,2002-04-26
2494,someBody,,0,Dave Kehr,Some Body (Movie)  ,2002-04-26,
2495,The Other Brother,R,0,Dave Kehr,"Other Brother, The (Movie)  ",2002-04-26,
2496,Night at the Golden Eagle,R,0,A. O. Scott,Night At the Golden Eagle (Movie)  ,2002-04-26,2002-05-17
2497,The Salton Sea,R,0,Stephen Holden,"Salton Sea, The (Movie)",2002-04-26,2002-05-17
2498,Circuit,R,0,A. O. Scott,Circuit (Movie)  ,2002-04-26,
2499,Sade,,0,Stephen Holden,Sade (Movie),2002-04-26,
2500,Jason X,R,0,Dave Kehr,Jason X (Movie)  ,2002-04-26,2002-04-26
2501,Vulgar,R,0,Dave Kehr,Vulgar (Movie)  ,2002-04-26,
2502,Facing the Music,,0,Stephen Holden,Facing the Music (Movie)  ,2002-04-24,
2503,Girls Can't Swim,Not Rated,1,Stephen Holden,Girls Can't Swim (Movie),2002-04-19,
2504,The Murderous Maids,,1,A. O. Scott,Murderous Maids (Movie),2002-04-19,
2505,Space Station 3-D,,0,Dave Kehr,Space Station 3-D (Movie)  ,2002-04-19,2002-04-19
2506,Mutant Aliens,R,0,Dave Kehr,Mutant Aliens (Movie)  ,2002-04-19,
2507,The Scorpion King,PG-13,0,Stephen Holden,"Scorpion King, The (Movie)  ",2002-04-19,2002-04-19
2508,Murder By Numbers,R,0,A. O. Scott,Murder By Numbers (Movie)  ,2002-04-19,2002-04-19
2509,World Traveler,R,0,Stephen Holden,World Traveler (Movie)  ,2002-04-19,
2510,My Big Fat Greek Wedding,PG,0,Dave Kehr,By Big Fat Greek Wedding (Movie)  ,2002-04-19,2002-08-02
2511,Chelsea Walls,R,0,Stephen Holden,Chelsea Walls (Movie)  ,2002-04-19,
2512,Enigma,R,0,A. O. Scott,Enigma (Movie)  ,2002-04-19,2002-06-07
2513,The Triumph of Love,PG-13,1,A. O. Scott,Triumph of Love (Movie),2002-04-17,2002-05-10
2514,Mule Skinner Blues,R,0,A. O. Scott,Mule Skinner Blues (Movie)  ,2002-04-12,
2515,The Cat's Meow,PG-13,0,A. O. Scott,"Cat's Meow, The (Movie)  ",2002-04-12,2002-05-03
2516,Frailty,R,0,Stephen Holden,Frailty (Movie)  ,2002-04-12,2002-04-12
2517,Changing Lanes,R,0,Elvis Mitchell,Changing Lanes (Movie)  ,2002-04-12,2002-04-12
2518,The Sweetest Thing,R,0,Elvis Mitchell,"Sweetest Thing, The (Movie)  ",2002-04-12,2002-04-12
2519,The Other Side of Heaven,PG,0,Stephen Holden,"Other Side of Heaven, The (Movie)",2002-04-12,2002-04-12
2520,Human Nature,R,0,A. O. Scott,Human Nature (Movie)  ,2002-04-12,2002-04-12
2521,New Best Friend,R,0,Stephen Holden,New Best Friend (Movie)  ,2002-04-12,2002-04-12
2522,Karmen Gei,,0,Elvis Mitchell,Karmen Gei (Movie)  ,2002-04-10,
2523,Late Marriage,Not Rated,0,Stephen Holden,Late Marriage (Movie),2002-04-06,2002-06-28
2524,Anyangde Guer,,0,Elvis Mitchell,"Orphan of Anyang, The (Movie)",2002-04-06,
2525,Kira's Reason: A Love Story,,0,Stephen Holden,Kira's Reason (Movie)  ,2002-04-06,
2526,Les Destinees,,1,A. O. Scott,Les Destinees (Movie)  ,2002-04-05,
2527,Paradox Lake,,0,A. O. Scott,Paradox Lake (Movie)  ,2002-04-05,
2528,National Lampoon's Van Wilder,R,0,Dave Kehr,National Lampoon's Van Wilder (Movie)  ,2002-04-05,2002-04-05
2529,30 Years to Life,R,0,Dave Kehr,30 Years to Life (Movie),2002-04-05,2003-09-05
2530,American Chai,R,0,Lawrence Van Gelder,American Chai (Movie)  ,2002-04-05,
2531,High Crimes,PG-13,0,A. O. Scott,High Crimes (Movie)  ,2002-04-05,2002-04-05
2532,Big Trouble,PG-13,0,Elvis Mitchell,Big Trouble (Movie)  ,2002-04-05,2002-04-05
2533,Lucky Break,PG-13,0,Dave Kehr,Lucky Break (Movie)  ,2002-04-05,2002-04-19
2534,Pellet,,0,Stephen Holden,El Bola (Movie)  ,2002-04-05,
2535,The Komediant,,0,Stephen Holden,"Komediant, The (Movie)",2002-04-05,
2536,Astoria,R,0,Lawrence Van Gelder,Astoria (Movie),2002-04-05,2006-03-28
2537,Jeunesse doree,,0,A. O. Scott,Jeunesse Doree (Movie)  ,2002-04-03,
2538,Crush,R,0,Dave Kehr,Crush (Movie),2002-04-03,
2539,Dog Days,Not Rated,1,Elvis Mitchell,Lives Can Come Unglued in Tropical Vienna (Vienna?),2002-04-01,
2540,The Inner Tour,,0,Elvis Mitchell,"Inner Tour, The (Movie)",2002-04-01,
2541,The Fast Runner (Atanarjuat),R,1,A. O. Scott,"Fast Runner, the (Movie)",2002-03-30,2002-07-26
2542,Delbaran,,0,A. O. Scott,Delbaran (Movie)  ,2002-03-30,
2543,The Rookie,G,1,Stephen Holden,"Rookie, The (Movie)  ",2002-03-29,2002-03-29
2544,The Piano Teacher,Not Rated,1,Stephen Holden,"Piano Teacher, The (Movie)  ",2002-03-29,
2545,My Wife is an Actress,R,0,Elvis Mitchell,My Wife Is an Actress (Movie),2002-03-29,
2546,The Slaughter Rule,R,0,Stephen Holden,"Slaughter Rule, The (Movie)  ",2002-03-29,
2547,Death to Smoochy,R,0,Elvis Mitchell,Death to Smoochy (Movie)  ,2002-03-29,2002-03-29
2548,Panic Room,R,0,A. O. Scott,Panic Room (Movie)  ,2002-03-29,2002-03-29
2549,Teddy Bear's Picnic,R,0,Dave Kehr,Teddy Bears' Picnic (Movie)  ,2002-03-29,
2550,No Such Thing,R,0,Elvis Mitchell,No Such Thing (Movie)  ,2002-03-29,
2551,Very Annie Mary,,0,Stephen Holden,Very Annie Mary (Movie)  ,2002-03-29,
2552,Clockstoppers,PG,0,Dave Kehr,Clockstoppers (Movie)  ,2002-03-29,2002-03-29
2553,A Dog's Day,,0,A. O. Scott,"Dog's Day, A (Movie)",2002-03-26,
2554,The Mars Canon,,0,A. O. Scott,"Mars Canon, The (Movie)",2002-03-23,
2555,Daughter From Danang,,0,Elvis Mitchell,Daughter From Danang (Movie)  ,2002-03-23,
2556,Jim Brown: All American,,1,Stephen Holden,Jim Brown: All American (Movie) ,2002-03-22,
2557,Take Care of My Cat,,0,Stephen Holden,Take Care of My Cat (Movie) ,2002-03-22,
2558,Real Women Have Curves,PG-13,0,Elvis Mitchell,Real Women Have Curves (Movie),2002-03-22,2002-11-08
2559,The Son of the Bride,R,0,Stephen Holden,Son of the Bride (Movie),2002-03-22,
2560,Stolen Summer,PG,0,Elvis Mitchell,Stolen Summer (Movie),2002-03-22,
2561,Sorority Boys,R,0,A. O. Scott,Sorority Boys (Movie),2002-03-22,2002-03-22
2562,Margarita Happy Hour,,0,Dave Kehr,Margarita Happy Hour (Movie),2002-03-22,
2563,Blade II,R,0,Elvis Mitchell,Blade 2 (Movie),2002-03-22,2002-03-22
2564,The Believer,R,0,Julie Salamon,"Believer, The (Movie)",2002-03-16,
2565,Pauline and Paulette,PG,1,A. O. Scott,Pauline and Paulette (Movie) ,2002-03-15,
2566,Yugoslavia: The Avoidable War,Not Rated,0,Stephen Holden,"Yugoslavia, The Avoidable War (Movie)  ",2002-03-15,
2567,Showtime,PG-13,0,A. O. Scott,Showtime (Movie)  ,2002-03-15,2002-03-15
2568,Ice Age,,0,Elvis Mitchell,Ice Age (Movie)  ,2002-03-15,2002-03-15
2569,Harrison's Flowers,R,0,Elvis Mitchell,Harrison's Flowers (Movie),2002-03-15,2002-03-15
2570,Resident Evil,R,0,Stephen Holden,Resident Evil (Movie)  ,2002-03-15,2002-03-15
2571,Back Against the Wall,,0,Stephen Holden,Back Against the Wall (Movie),2002-03-13,
2572,Yellow Asphalt,,0,A. O. Scott,Yellow Asphalt (Movie)  ,2002-03-13,
2573,Kissing Jessica Stein,R,0,Elvis Mitchell,Kissing Jessica Stein  ,2002-03-13,2002-04-05
2574,We Are Family,,0,Stephen Holden,"Making and Meaning of 'We Are Family,' The (Movie)",2002-03-08,2002-01-23
2575,All About the Benjamins,R,0,A. O. Scott,All About the Benjamins (Movie),2002-03-08,2002-03-08
2576,Festival in Cannes,PG-13,0,Stephen Holden,Festival In Cannes (Movie),2002-03-08,
2577,Miss Wonton,,0,A. O. Scott,Miss Wonton (Movie),2002-03-08,
2578,Time Machine,PG-13,0,Elvis Mitchell,"Time Machine, The (Movie)",2002-03-08,2002-03-08
2579,We Were Soldiers,R,0,A. O. Scott,We Were Soldiers (Movie),2002-03-01,2002-03-01
2580,40 Days and 40 Nights,R,0,Elvis Mitchell,40 Days and 40 Nights (Movie),2002-03-01,2002-03-01
2581,Borstal Boy,,0,Stephen Holden,Borstal Boy (Movie),2002-03-01,
2582,Trouble Every Day,Not Rated,0,Stephen Holden,Trouble Every Day (Movie),2002-03-01,
2583,Esther Kahn,,0,A. O. Scott,Esther Kahn (Movie),2002-03-01,
2584,Ram Dass: Fierce Grace,,0,Elvis Mitchell,Ram Dass Fierce Grace (Movie),2002-02-27,
2585,The Cherry Orchard,Not Rated,1,Stephen Holden,"Cherry Orchard,The (Movie)",2002-02-22,
2586,Revolution O/S,,0,Stephen Holden,Revolution Os (Movie),2002-02-22,2002-02-15
2587,Mean Machine,R,0,A. O. Scott,Mean Machine (Movie),2002-02-22,
2588,Monsoon Wedding,R,0,Elvis Mitchell,Monsoon Wedding (Movie),2002-02-22,2002-04-26
2589,Big Bad Love,R,0,A. O. Scott,Big Bad Love (Movie),2002-02-22,
2590,Dragonfly,PG-13,0,A. O. Scott,Dragonfly (Movie),2002-02-22,2002-02-22
2591,Queen of the Damned,R,0,Elvis Mitchell,Queen of the Damned (Movie),2002-02-22,2002-02-22
2592,How to Kill Your Neighbor's Dog,R,0,Stephen Holden,How to Kill Your Neighbor's Dog (Movie),2002-02-22,
2593,Maryam,,0,Elvis Mitchell,Maryam (Movie),2002-02-22,
2594,Last Orders,R,1,A. O. Scott,Last Orders (Movie) ,2002-02-15,
2595,Peter Pan: Return to Neverland,G,0,Stephen Holden,Return to Never Land (Movie),2002-02-15,2002-02-15
2596,Wendigo,R,0,Dave Kehr,Wendigo (Movie),2002-02-15,
2597,Crossroads,PG-13,0,Stephen Holden,Crossroads (Movie),2002-02-15,2002-02-15
2598,John Q.,PG-13,0,Elvis Mitchell,John Q (Movie),2002-02-15,2002-02-15
2599,Hart's War,R,0,Elvis Mitchell,Hart's War (Movie),2002-02-15,2002-02-15
2600,Super Troopers,R,0,A. O. Scott,Super Troopers (Movie),2002-02-15,2002-02-15
2601,The Last Man,R,0,A. O. Scott,"Last Man, The (Movie)",2002-02-15,2002-02-15
2602,Scratch,R,0,Stephen Holden,Scratch (Movie),2002-02-15,
2603,Much Ado About Something,,0,Elvis Mitchell,Much Ado About Something (Movie)  ,2002-02-13,
2604,"Scotland, PA",R,0,Stephen Holden,"Scotland, Pa (Movie)  ",2002-02-08,
2605,Big Fat Liar,PG,0,Stephen Holden,Big Fat Liar (Movie)  ,2002-02-08,2002-02-08
2606,Rollerball,R,0,Elvis Mitchell,Rollerball (Movie)  ,2002-02-08,2002-02-08
2607,Collateral Damage,R,0,Elvis Mitchell,Collateral Damage (Movie)  ,2002-02-08,2002-02-08
2608,Shiri,R,0,A. O. Scott,Shiri (Movie),2002-02-08,
2609,Slackers,R,0,Stephen Holden,Slackers (Movie)  ,2002-02-01,2002-02-01
2610,Loners,,0,A. O. Scott,Loners (Movie),2002-02-01,
2611,A Rumor of Angels,PG-13,0,Stephen Holden,"Rumor of Angels, A (Movie)",2002-02-01,
2612,Birthday Girl,R,0,Elvis Mitchell,Birthday Girl (Movie)  ,2002-02-01,2002-02-01
2613,Domestic Violence,,0,Elvis Mitchell,Domestic Violence (Movie),2002-01-30,
2614,Kung Pow: Enter the Fist,PG-13,0,Lawrence Van Gelder,Kung Pow: Enter the Fist (Movie)  ,2002-01-26,2002-01-25
2615,Metropolis,,1,A. O. Scott,Metropolis (Movie)  ,2002-01-25,2002-01-25
2616,Wannabes,R,0,Stephen Holden,Wannabes (Movie),2002-01-25,
2617,American Adobo,R,0,Stephen Holden,American Adobo (Movie)  ,2002-01-25,
2618,A Walk to Remember,PG,0,A. O. Scott,"Walk to Remember, A (Movie)  ",2002-01-25,2002-01-25
2619,Beijing Bicycle,PG-13,0,A. O. Scott,Beijing Bicycle (Movie),2002-01-25,
2620,The Mothman Prophecies,PG-13,0,Elvis Mitchell,"Mothman Prophecies, The (Movie)  ",2002-01-25,2002-01-25
2621,The Count of Monte Cristo,PG-13,0,A. O. Scott,"Count of Monte Cristo, The (Movie)  ",2002-01-25,2002-01-25
2622,Maelstrom,R,0,Stephen Holden,Maelstrom (Movie),2002-01-25,
