,title,rating,pick_or_not,byline,headline,pub_date,open_date
578,Damascus Cover,R,0,HELEN T. VERONGOS,"Review: ‘Damascus Cover’ Has Cloaks and Daggers, but That’s All",2018-07-26,2018-07-20
579,Our House,PG-13,0,BEN KENIGSBERG,Review: ‘Our House’ Comes Equipped With More Than Wi-Fi,2018-07-26,2018-07-27
580,Puzzle,R,0,JEANNETTE CATSOULIS,Review: Piecing Together a Life in ‘Puzzle’,2018-07-26,2018-07-27
581,Hot Summer Nights,R,0,GLENN KENNY,"Review: ‘Hot Summer Nights’ Is Trite, Sexist Opportunism",2018-07-26,2018-07-27
582,Mission: Impossible - Fallout,PG-13,1,MANOHLA DARGIS,‘Mission: Impossible — Fallout’ and the Bliss of the Hyper-Human Tom Cruise,2018-07-25,2018-07-27
583,93Queen,,0,BEN KENIGSBERG,Review: ‘93Queen’ Follows Female Jewish EMS Workers in Brooklyn,2018-07-24,2018-01-01
584,Pin Cushion,,1,JEANNETTE CATSOULIS,Review: ‘Pin Cushion’ Is an Original Tale of Bullying and Mental Illness,2018-07-19,2018-07-20
585,Unfriended: Dark Web,R,1,GLENN KENNY,Review: ‘Unfriended: Dark Web’ Reveals New Terrors of the Internet,2018-07-19,2018-07-20
586,McQueen,R,1,JEANNETTE CATSOULIS,Review: ‘McQueen’ Reveals a Dazzling and Divisive Talent,2018-07-19,2018-07-20
587,The Equalizer 2,R,0,MANOHLA DARGIS,"Review: Denzel Washington Plays Judge, Jury and Executioner in ‘The Equalizer 2’",2018-07-19,2018-07-20
588,Generation Wealth,R,0,JEANNETTE CATSOULIS,Review: ‘Generation Wealth’ Examines Toxic Materialism,2018-07-19,2018-07-20
589,Far from the Tree,,0,BEN KENIGSBERG,Review: ‘Far From the Tree’ Zooms In on Parent-Child Divides,2018-07-19,2018-07-20
590,The Third Murder,Not Rated,1,MANOHLA DARGIS,"Review: In ‘The Third Murder,’ Guilty as Charged Isn’t the Whole Story",2018-07-18,2018-07-20
591,Mamma Mia! Here We Go Again,PG-13,0,WESLEY MORRIS,Review: ‘Mamma Mia! Here We Go Again’ Takes a Detour and Loses Its Kick,2018-07-18,2018-07-20
592,Blindspotting,R,1,GLENN KENNY,Review: ‘Blindspotting’ Walks a Tense Line in a Gentrifying Oakland,2018-07-17,2018-07-27
593,The Rise and Fall of a Small Film Company,,1,GLENN KENNY,Review: A Godard Film About Making Movies Arrives in New York,2018-07-12,
594,The Other Side of Everything,,1,JEANNETTE CATSOULIS,"Review: In ‘The Other Side of Everything,’ a Belgrade Apartment Symbolizes Upheaval",2018-07-12,
595,Milford Graves Full Mantis,,1,GLENN KENNY,Review: ‘Milford Graves Full Mantis’ Delivers a Lot of Heart,2018-07-12,2018-07-13
596,What Will People Say,,1,TEO BUGBEE,"Review: In ‘What Will People Say,’ Tyranny Begins at Home",2018-07-12,2018-07-13
597,Dark Money,,0,MANOHLA DARGIS,Review: Tracking ‘Dark Money’ in Montana Elections,2018-07-12,2018-07-13
598,Siberia,R,0,JENNIFER SZALAI,"Review: Keanu Reeves, Selling Ice in a Dull ‘Siberia’",2018-07-12,2018-07-13
599,Hotel Transylvania 3: Summer Vacation,PG,0,GLENN KENNY,Review: Raising the Stakes With ‘Hotel Transylvania 3: Summer Vacation’,2018-07-12,2018-07-13
600,Shock and Awe,R,0,BEN KENIGSBERG,"Review: In ‘Shock and Awe,’ Journalists Expose Gaps in Case for Iraq War",2018-07-12,2018-07-13
601,Path of Blood,,0,BEN KENIGSBERG,Review: ‘Path of Blood’ Presents Terrorists’ Videos,2018-07-12,2018-07-13
602,The Devil's Doorway,Not Rated,0,JEANNETTE CATSOULIS,Review: Sinfulness and Scares Behind ‘The Devil’s Doorway’,2018-07-12,2018-07-13
603,The Night Eats the World,,0,JASON ZINOMAN,"Review: In ‘The Night Eats the World,’ Zombie Apocalypse Now, Again",2018-07-12,2018-07-13
604,Eighth Grade,R,1,MANOHLA DARGIS,"Review: All the Feels, Hurts and Laughs of ‘Eighth Grade’",2018-07-11,2018-07-13
605,Skyscraper,PG-13,0,MANOHLA DARGIS,"Review: In ‘Skyscraper,’ Dwayne Johnson Scales a Tower of Clichés",2018-07-11,2018-07-13
606,"Don't Worry, He Won't Get Far on Foot",R,0,JEANNETTE CATSOULIS,Review: Joaquin Phoenix Treks the Long Road to Sobriety in ‘Don’t Worry’,2018-07-11,2018-07-13
607,Gauguin: Voyage to Tahiti,,0,BEN KENIGSBERG,Review: ‘Gauguin: Voyage to Tahiti’ Doesn’t Make Much of a (Post-) Impression,2018-07-10,
608,The Citizen,,1,GLENN KENNY,"Review: In ‘The Citizen,’ an Immigrant Picks a Bad Time to Fall in Love",2018-07-05,
609,Under the Tree,,1,JEANNETTE CATSOULIS,Review: An Icelandic Suburb Hides Deep Dysfunction ‘Under the Tree’,2018-07-05,2018-07-06
610,Ryuichi Sakamoto: Coda,,1,BEN KENIGSBERG,Review: ‘Ryuichi Sakamoto: Coda’ Shows a Composer Attuned to Nature,2018-07-05,
611,Whitney,R,0,WESLEY MORRIS,"Review: ‘Whitney,’ a Pop Music Tragedy, Is Sad, Strange and Dismaying",2018-07-05,2018-07-06
612,Moss,,0,TEO BUGBEE,Review: ‘Moss’ Meanders Through a Southern Coming-of-Age,2018-07-05,2018-07-06
613,A Skin So Soft,,0,JEANNETTE CATSOULIS,Review: Six Strongmen Cultivate ‘A Skin So Soft’,2018-07-05,2018-06-19
614,Constructing Albert,,0,GLENN KENNY,"Review: In ‘Constructing Albert,’ a Chef’s Ambition, Meticulously Plated",2018-07-05,2018-07-06
615,Bleeding Steel,R,0,GLENN KENNY,Review: Jackie Chan Battles a Goofy Plot in ‘Bleeding Steel’,2018-07-05,2018-07-06
616,Ant-Man and the Wasp,PG-13,0,MANOHLA DARGIS,Review: ‘Ant-Man and the Wasp’ Save the World! With Jokes!,2018-07-04,2018-07-06
617,The First Purge,R,0,JEANNETTE CATSOULIS,"Review: On Staten Island, ‘The First Purge’ Rages",2018-07-03,2018-07-04
618,"Fireworks, Should We See It from the Side or The Bottom?",,0,BEN KENIGSBERG,"Review: In ‘Fireworks,’ Second Chances, but No Magic",2018-07-03,
619,Sorry to Bother You,R,1,A.O. SCOTT,"Review: ‘Sorry to Bother You,’ but Can I Interest You in a Wild Dystopian Satire?",2018-07-02,2018-07-06
620,Leave No Trace,PG,1,MANOHLA DARGIS,Review: ‘Leave No Trace’ Is a Very American Story About Survival,2018-06-28,
621,Ideal Home,,1,TEO BUGBEE,Review: A Child Adds a Layer to Gay Couple’s ‘Ideal Home’,2018-06-28,
622,Dark River,,1,JEANNETTE CATSOULIS,Review: A ‘Dark River’ of Abuse Separates a Brother and Sister from Their Inheritance,2018-06-28,2018-06-29
623,The Cakemaker,,1,JEANNETTE CATSOULIS,Review: A German ‘Cakemaker’ and an Israeli Widow Share Loss and Cookies,2018-06-28,
624,Hover,Not Rated,0,BEN KENIGSBERG,"Review: In ‘Hover,’ the Drone Tech Isn’t All There",2018-06-28,
625,This Is Congo,,0,BEN KENIGSBERG,"Review: In ‘This Is Congo,’ Four Lives Shaken by Conflict",2018-06-28,
626,"Love, Cecil",,0,GLENN KENNY,"Review: In ‘Love, Cecil,’ an Aesthete Ahead of His Time",2018-06-28,2018-06-29
627,Woman Walks Ahead,R,0,JEANNETTE CATSOULIS,"Review: A ‘Woman Walks Ahead,’ and Sitting Bull Stands Up",2018-06-28,2018-06-29
628,Uncle Drew,PG-13,0,GLENN KENNY,"Review: In ‘Uncle Drew,’ N.B.A. Stars Keep Dunking With Age",2018-06-28,2018-06-29
629,Recovery Boys,,0,JEANNETTE CATSOULIS,"Review: For These ‘Recovery Boys,’ Sobriety Is a Steep Climb",2018-06-28,2018-06-29
630,Custody,,1,A. O. SCOTT,"Review: In ‘Custody,’ a Father Terrorizes His Family",2018-06-27,
631,Three Identical Strangers,PG-13,1,MANOHLA DARGIS,"Review: The Surreal, Heartbreaking Case of ‘Three Identical Strangers’",2018-06-27,2018-06-29
632,Rock Rubber 45s,,1,GLENN KENNY,Review: ‘Rock Rubber 45s’ Looks in the Mirror to Tell a Life Story,2018-06-27,2018-06-28
633,Winter Brothers,,0,BEN KENIGSBERG,"Review: In ‘Winter Brothers,’ a Frosty Sibling Rivalry",2018-06-27,2018-06-28
634,Sicario: Day of the Soldado,R,0,A. O. SCOTT,Review: ‘Sicario: Day of the Soldado’ Blends War Movie and Western,2018-06-26,2018-06-29
635,The King,R,1,MANOHLA DARGIS,Review: ‘The King’ Chases the American Dream and Elvis,2018-06-21,2018-06-22
636,Damsel,R,1,JEANNETTE CATSOULIS,Review: This ‘Damsel’ Needs No Saving,2018-06-21,2018-06-22
637,Araby,,1,GLENN KENNY,"Review: In ‘Araby,’ the Story of a Wandering Laborer",2018-06-21,
638,Marlina the Murderer in Four Acts,,0,MANOHLA DARGIS,Review: Vengeance Is Hers in ‘Marlina the Murderer in Four Acts’,2018-06-21,
639,Izzy Gets the _______ Across Town,,0,BEN KENIGSBERG,"Review: Mackenzie Davis Gets ‘Across Town,’ With Diversions",2018-06-21,
640,Spiral,,0,BEN KENIGSBERG,Review: ‘Spiral’ Chronicles the Impact of Prejudice on Everyday Lives,2018-06-21,
641,Boundaries,R,0,JEANNETTE CATSOULIS,Review: A Father and Daughter Renegotiate ‘Boundaries’,2018-06-21,2018-06-22
642,The Catcher Was a Spy,R,0,GLENN KENNY,Review: ‘The Catcher Was a Spy’ Shares a Peculiar History Lesson,2018-06-21,2018-06-22
643,Jurassic World: Fallen Kingdom,PG-13,0,A.O. SCOTT,Review: ‘Jurassic World: Fallen Kingdom’ Brings the Gang Back. Sigh.,2018-06-20,2018-06-22
644,Gotti,R,0,GLENN KENNY,"Review: John Travolta Has the Dapper Look, but ‘Gotti’ Is a Mess",2018-06-15,2018-06-15
645,The Yellow Birds,R,1,JEANNETTE CATSOULIS,"Review: In ‘The Yellow Birds,’ Two Soldiers Deploy, but Only One Comes Home",2018-06-14,2018-06-15
646,Tag,R,0,A.O. SCOTT,"Review: ‘Tag,’ You’re It. Playing the Long Game Into Middle Age.",2018-06-14,2018-06-15
647,Eating Animals,,0,BEN KENIGSBERG,Review: ‘Eating Animals’ Skewers Factory Farming,2018-06-14,2018-06-15
648,The Year of Spectacular Men,,0,TEO BUGBEE,"Review: ‘The Year of Spectacular Men’ Is a Family Affair, Clichés Included",2018-06-14,2018-06-15
649,Straight into a Storm,,0,GLENN KENNY,"Review: ‘Straight Into a Storm,’ a Look at the Cult Band Deer Tick",2018-06-14,2018-06-15
650,Incredibles 2,PG,1,MANOHLA DARGIS,Review: ‘Incredibles 2’ Is a Fast Blast (With Red Flags),2018-06-13,2018-06-15
651,Gabriel and the Mountain,,1,A.O. SCOTT,"Review: In ‘Gabriel and the Mountain,’ Recalling a Tragic Adventure",2018-06-13,
652,Five Seasons: The Gardens of Piet Oudolf,,0,BEN KENIGSBERG,Review: ‘Five Seasons’ Explores the Garden Designer Behind the High Line,2018-06-12,
653,SuperFly,R,0,GLENN KENNY,Review: ‘Superfly’ Adds Bling to an Old Tale,2018-06-12,2018-06-13
654,Hereditary,R,1,A. O. SCOTT,"Review: In ‘Hereditary,’ the Horror Is Slow-Cooked and Homemade",2018-06-07,2018-06-08
655,En el Séptimo Día,,1,BEN KENIGSBERG,"Review: In ‘En el Séptimo Día,’ He Wants to Work and Play. What Will He Do?",2018-06-07,2018-06-08
656,"Westwood: Punk, Icon, Activist",,0,MANOHLA DARGIS,"Review: ‘Westwood: Punk, Icon, Activist,’ a Portrait in Brief",2018-06-07,2018-06-08
657,The Valley,R,0,BEN KENIGSBERG,"Review: In ‘The Valley,’ Life and Death Meet Technology",2018-06-07,
658,The Quest of Alain Ducasse,,0,GLENN KENNY,Review: ‘The Quest of Alain Ducasse’ Follows the Tastes of a Chef,2018-06-07,2018-06-08
659,Hearts Beat Loud,PG-13,0,JEANNETTE CATSOULIS,"Review: Jamming Together, a Father and Daughter’s ‘Hearts Beat Loud’",2018-06-07,2018-06-08
660,Bernard and Huey,,0,GLENN KENNY,"Review: ‘Bernard and Huey’ Has Wit and Personality. Stale Jokes, Too.",2018-06-07,2018-06-08
661,Half the Picture,,0,TEO BUGBEE,Review: ‘Half the Picture’ Aims a Spotlight on Hollywood’s Sexism,2018-06-07,2018-06-08
662,The Workers Cup,,0,KEN JAWOROWSKI,Review: ‘The Workers Cup’ Is a Sports Movie and an Economics Lesson,2018-06-07,
663,Nancy,,0,JEANNETTE CATSOULIS,"Review: In ‘Nancy,’ a Troubled Woman Seeks Connection",2018-06-07,
664,Won't You Be My Neighbor?,PG-13,1,A.O. SCOTT,Review: Take the Next Trolley to ‘Won’t You Be My Neighbor?’,2018-06-06,2018-06-08
665,Hotel Artemis,R,0,GLENN KENNY,Review: Jodie Foster Presides at ‘Hotel Artemis’,2018-06-06,2018-06-08
666,Ocean's 8,PG-13,0,MANOHLA DARGIS,Review: ‘Ocean’s 8’ Women Walk Away With a Male Franchise. Sort Of.,2018-06-05,2018-06-08
667,Action Point,R,0,BEN KENIGSBERG,"Review: In ‘Action Point,’ the ‘Jackass’ Crew Plays It Safe",2018-06-01,2018-06-01
668,Breath,,0,MANOHLA DARGIS,"Review: In ‘Breath,’ Tasty Waves and Gnomic Truths",2018-05-31,2018-06-01
669,Adrift,PG-13,0,A. O. SCOTT,Review: Shailene Woodley Braves the Elements in ‘Adrift’,2018-05-31,2018-06-01
670,A Kid Like Jake,,0,GLENN KENNY,"Review: In ‘A Kid Like Jake,’ Parents, Gender and a 4-Year-Old",2018-05-31,2018-06-01
671,Rodin,,0,BEN KENIGSBERG,"Review: ‘Rodin,’ a Biopic Heavy as Stone",2018-05-31,
672,Social Animals,R,0,JEANNETTE CATSOULIS,"Review: In ‘Social Animals,’ Stalled Lives and Sexual Frustrations",2018-05-31,2018-06-01
673,Nossa Chape,,0,GLENN KENNY,"Review: In ‘Nossa Chape,’ Soccer Club Rebuilds After Devastating Loss",2018-05-31,2018-06-07
674,The Doctor from India,Not Rated,0,KEN JAWOROWSKI,Review: ‘The Doctor From India’ Pushes Nontraditional Medicine,2018-05-31,
675,Upgrade,R,0,GLENN KENNY,"Review: In ‘Upgrade,’ Better Killing Through Technology",2018-05-31,2018-06-01
676,American Animals,R,0,A. O. SCOTT,"Review: In ‘American Animals,’ These Guys Didn’t Visit the Library to Study",2018-05-30,2018-06-01
677,Future World,R,0,GLENN KENNY,"Review: ‘Future World,’ With James Franco, Is Present-Tense Wretchedness",2018-05-25,2018-05-25
678,Who We Are Now,,1,GLENN KENNY,"Review: In ‘Who We Are Now,’ Chaotic Lives Intersect",2018-05-24,2018-05-25
679,Summer 1993,,1,JEANNETTE CATSOULIS,Review: A Young Orphan Finds a New Home in ‘Summer 1993’,2018-05-24,2018-05-25
680,Les Parents Terribles,,1,GLENN KENNY,"Review: ‘Les Parents Terribles,’ From Jean Cocteau, in a New Restoration",2018-05-24,1950-04-22
681,How to Talk to Girls at Parties,R,0,JEANNETTE CATSOULIS,Review: An Alien Teaches a Teenage Punk ‘How to Talk to Girls at Parties’,2018-05-24,2018-05-25
682,In Darkness,,0,KEN JAWOROWSKI,Review: ‘In Darkness’ Finds a Blind Pianist Wrapped Up in a Murder,2018-05-24,2018-05-25
683,Feral,,0,JEANNETTE CATSOULIS,"Review: Deep in the Woods, Something ‘Feral’ Stirs",2018-05-24,2018-05-25
684,The Misandrists,,0,TEO BUGBEE,Review: ‘The Misandrists’ Makes a Mockery of Matriarchies and Patriarchies Alike,2018-05-24,2018-05-25
685,The Gospel According to André,PG-13,0,JON CARAMANICA,Review: ‘The Gospel According to André’ Barely Scratches the Surface,2018-05-23,2018-05-25
686,Mary Shelley,PG-13,0,A.O. SCOTT,Review: ‘Mary Shelley’ Twists Pain and Passion Into a Monster,2018-05-23,2018-05-25
687,First Reformed,R,1,A. O. SCOTT,"Review: ‘First Reformed’ Is an Epiphany. Ethan Hawke Is, Too.",2018-05-17,2018-05-18
688,Sollers Point,R,1,GLENN KENNY,"Review: In ‘Sollers Point,’ a Hard Road to the Straight and Narrow",2018-05-17,2018-05-18
689,Show Dogs,PG,0,TEO BUGBEE,Review: ‘Show Dogs’ Is a Shaggy Good Time,2018-05-17,2018-05-18
690,Saving Brinton,,0,WESLEY MORRIS,"Review: In ‘Saving Brinton,’ an Inveterate Accumulator Finds Treasure",2018-05-17,
691,Dark Crimes,R,0,KEN JAWOROWSKI,Review: ‘Dark Crimes’ Finds Jim Carrey as a Brooding Cop,2018-05-17,2018-05-18
692,That Summer,,0,GLENN KENNY,Review: ‘That Summer’ Sheds Light on the Beales Before ‘Grey Gardens’,2018-05-17,2018-05-18
693,The Most Unknown,,0,KEN JAWOROWSKI,Review: ‘The Most Unknown’ Tackles Science’s Big Questions,2018-05-17,
694,Pope Francis: A Man of His Word,,0,GLENN KENNY,"Review: In ‘Pope Francis: A Man of His Word,’ a Religious Leader Speaks at Length",2018-05-17,2018-05-18
695,On Chesil Beach,R,1,A.O. SCOTT,"Review: In ‘On Chesil Beach,’ a Honeymoon Gone Wrong",2018-05-16,2018-05-18
696,Book Club,PG-13,0,A. O. SCOTT,"Review: In ‘Book Club,’ Women, Wine and the Pursuit of More",2018-05-16,2018-05-18
697,Solo: A Star Wars Story,PG-13,0,A.O. SCOTT,Review: ‘Solo: A Star Wars Story’ Answers Questions You May Not Have Asked,2018-05-15,2018-05-25
698,Deadpool 2,R,0,A.O. SCOTT,"Review: ‘Deadpool 2’ Has More Swearing, Slicing and Dicing From Ryan Reynolds",2018-05-14,2018-05-18
699,The Escape,,1,JEANNETTE CATSOULIS,Review: A Married Woman Longs for ‘The Escape’,2018-05-10,
700,Beast,R,1,JEANNETTE CATSOULIS,Review: A Troubled Beauty and a Mysterious ‘Beast’,2018-05-10,2018-05-11
701,Breaking In,PG-13,0,KEN JAWOROWSKI,Review: ‘Breaking In’ Finds Gabrielle Union as a Mother on a Mission,2018-05-10,2018-05-11
702,Life of the Party,PG-13,0,A.O. SCOTT,"Review: In ‘Life of the Party,’ Melissa McCarthy Goes to College",2018-05-10,2018-05-11
703,I Had Nowhere to Go,,0,GLENN KENNY,Review: Jonas Mekas Is Left in the Dark in ‘I Had Nowhere to Go’,2018-05-10,2018-05-11
704,Lu Over the Wall,PG,0,TEO BUGBEE,Review: A Mermaid Saves the Day in ‘Lu Over the Wall’,2018-05-10,
705,Filmworker,,0,GLENN KENNY,Review: ‘Filmworker’ Reveals Stanley Kubrick’s Perfectionism,2018-05-10,
706,Mountain,,0,KEN JAWOROWSKI,Review: ‘Mountain’ Features Frightening Sights and Breathtaking Images,2018-05-10,2018-05-11
707,Terminal,,0,JEANNETTE CATSOULIS,Review: Revenge Goes Sour in ‘Terminal’,2018-05-10,2018-05-11
708,Anything,R,0,KEN JAWOROWSKI,Review: ‘Anything’ Finds a Small-Town Man Baffled by the Big City,2018-05-10,2018-05-11
709,The Day After,,1,A.O. SCOTT,Review: ‘The Day After’ and the Awkwardness of Lunch With the Boss,2018-05-09,
710,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,,1,GLENN KENNY,Review: ‘Boom for Real’ Is a Beguiling Look at a Teenage Basquiat,2018-05-09,2018-05-11
711,Always at The Carlyle,PG-13,0,JASON ZINOMAN,"Review: ‘Always at the Carlyle’ Hints at Scandal, Chooses Discretion",2018-05-09,2018-05-11
712,Revenge,R,0,A.O. SCOTT,"Review: In ‘Revenge,’ the Trophy Turns Hunter",2018-05-09,2018-05-11
713,The Seagull,PG-13,0,A.O. SCOTT,"Review: In ‘The Seagull,’ a Great Play, a Great Cast and Yet ...",2018-05-09,2018-05-11
714,Angels Wear White,,1,GLENN KENNY,Review: ‘Angels Wear White’ Is a Searing Tale of Moral Rot in China,2018-05-03,2018-05-04
715,Ray Meets Helen,,1,JEANNETTE CATSOULIS,"Review: Lonely in Los Angeles, Until ‘Ray Meets Helen’",2018-05-03,2018-05-04
716,Overboard,PG-13,0,GLENN KENNY,Review: ‘Overboard’ Remake Is So Sweet It Makes the Original Look Edgy,2018-05-03,2018-05-04
717,Tully,R,0,MANOHLA DARGIS,"Review: In the Comedy ‘Tully,’ Mom’s Struggle Is Real",2018-05-03,2018-05-04
718,Everything Else,,0,JEANNETTE CATSOULIS,"Review: In ‘Everything Else,’ Extreme Isolation in Mexico City",2018-05-03,2018-05-04
719,Racer and the Jailbird,R,0,JEANNETTE CATSOULIS,"Review: To Catch a Thief, Drive a Fast Car in ‘Racer and the Jailbird’",2018-05-03,2018-05-04
720,Strangers on the Earth,,0,BEN KENIGSBERG,"Review: In ‘Strangers on the Earth,’ a Cellist Walks an Ancient Road, Instrument in Tow",2018-05-03,2018-05-04
721,12th Man,,0,TEO BUGBEE,Review: On the Run From the Nazis in the Arctic in ‘The 12th Man’,2018-05-03,2018-05-04
722,RBG,PG,0,A.O. SCOTT,"Review: In ‘RBG,’ the Life and Times of a Beloved and Controversial Supreme Court Justice",2018-05-03,2018-05-04
723,The Son of Bigfoot,PG,0,BEN KENIGSBERG,"Review: In ‘The Son of Bigfoot,’ a Boy, His Father and a Hairy Situation",2018-05-03,2018-05-01
724,The Desert Bride,,0,BEN KENIGSBERG,"Review: In ‘The Desert Bride,’ a Maid Hits the Road in Argentina",2018-05-03,
725,The Cleanse,R,0,JEANNETTE CATSOULIS,"Review: Drink the Juice, Expel Your Demons in ‘The Cleanse’",2018-05-03,2018-05-04
726,The Guardians,R,1,A.O. SCOTT,"Review: In ‘The Guardians,’ Trouble on the Home Front in Wartime France",2018-05-02,2018-05-04
727,Bad Samaritan,R,0,GLENN KENNY,Review: A Burglar Breaks Into the Wrong House in ‘Bad Samaritan’,2018-05-02,2018-05-04
728,Becoming Who I Was,,0,KEN JAWOROWSKI,"Review: ‘Becoming Who I Was’ Looks at a Boy’s Days, and His Past Lives",2018-04-30,
729,Rogers Park,,1,GLENN KENNY,"Review: In ‘Rogers Park,’ Life and Love in a Chicago Neighborhood",2018-04-26,2018-04-27
730,Ava,Not Rated,1,JEANNETTE CATSOULIS,"Review: In ‘Ava,’ a Tehran Teenager Fights Oppression",2018-04-26,
731,Duck Butter,,0,MANOHLA DARGIS,Review: ‘Duck Butter’ and the 24-Hour ‘for Real’ Relationship,2018-04-26,2018-04-27
732,The Rachel Divide,,0,BEN KENIGSBERG,"Review: ‘The Rachel Divide,’ About Rachel Dolezal, Goes No More Than Skin-Deep",2018-04-26,
733,Supercon,R,0,TEO BUGBEE,Review: ‘Supercon’ Cheats Its Audience Out of a Good Heist,2018-04-26,
734,The House of Tomorrow,,0,JEANNETTE CATSOULIS,Review: Punk and Futurism Collide in ‘The House of Tomorrow’,2018-04-26,
735,Madame Hyde,,0,JEANNETTE CATSOULIS,"Review: Zapped by Lightning, a French Teacher Becomes ‘Mrs. Hyde’",2018-04-26,2018-04-27
736,The Escape of Prisoner 614,PG-13,0,BEN KENIGSBERG,"Review: In ‘The Escape of Prisoner 614,’ Tone Escapes as Well",2018-04-26,2018-04-27
737,The Test & The Art of Thinking,,0,KEN JAWOROWSKI,Review: ‘The Test and the Art of Thinking’ Is About A) The SAT,2018-04-26,
738,In the Last Days of the City,,0,BEN KENIGSBERG,Review: ‘In the Last Days of the City’ Is an Ode to Cairo,2018-04-26,2018-04-27
739,Modern Life Is Rubbish,,0,GLENN KENNY,"Review: In ‘Modern Life Is Rubbish,’ a Musician Fights Maturity, Again",2018-04-26,2018-04-27
740,Kings,R,0,GLENN KENNY,"Review: Halle Berry, Daniel Craig and Los Angeles Tensions in ‘Kings’",2018-04-26,2018-04-27
741,Love & Bananas,,0,GLENN KENNY,"Review: In ‘Love & Bananas,’ Uncovering the Plight of the Asian Elephant",2018-04-26,0000-00-00
742,Disobedience,R,0,MANOHLA DARGIS,Review: The Flesh Is Willing in ‘Disobedience’,2018-04-25,2018-04-27
743,Let the Sunshine In,,0,A.O. SCOTT,Review: ‘Let the Sunshine In’ Shows the Complex Radiance of Juliette Binoche,2018-04-25,
744,Avengers: Infinity War,PG-13,0,A.O. SCOTT,‘Avengers: Infinity War’: It’s Marvel’s Universe. We Just Live in It.,2018-04-24,2018-04-27
745,Super Troopers 2,R,1,GLENN KENNY,Review: ‘Super Troopers 2’: The Broken Lizard Boys Are Back,2018-04-19,2018-04-20
746,I Feel Pretty,PG-13,0,MANOHLA DARGIS,Review: ‘I Feel Pretty’ Doesn’t Even Go Skin Deep,2018-04-19,2018-04-20
747,"Lou Andreas-Salomé, The Audacity to be Free",,0,TEO BUGBEE,Review: ‘Lou Andreas-Salomé’ Places a Great Woman in Her Time,2018-04-19,2018-04-20
748,Kodachrome,,0,BEN KENIGSBERG,"Review: ‘Kodachrome,’ an Ode to Color Film, Now Streaming Near You",2018-04-19,2018-04-20
749,Ghost Stories,Not Rated,0,JEANNETTE CATSOULIS,Review: A Paranormal Sleuth Investigates Three ‘Ghost Stories’,2018-04-19,2018-04-20
750,After Auschwitz,,0,KEN JAWOROWSKI,Review: ‘After Auschwitz’ Looks at Six Survivors and Their Lives,2018-04-19,2017-03-25
751,The Devil and Father Amorth,,0,BEN KENIGSBERG,"Review: In ‘The Devil and Father Amorth,’ a Filmmaker Gets Real",2018-04-19,2018-04-20
752,Beyond the Clouds,,0,GLENN KENNY,"Review: In ‘Beyond the Clouds,’ a Brother and Sister Struggle in Mumbai",2018-04-19,2018-04-20
753,Little Pink House,,0,JEANNETTE CATSOULIS,Review: Fighting to Save Her ‘Little Pink House’,2018-04-19,2018-04-20
754,Godard Mon Amour,,0,A.O. SCOTT,"Review: If You Love Godard, You’ll Hate-Watch ‘Godard Mon Amour’",2018-04-18,
755,This Is Our Land,,0,GLENN KENNY,"Review: In ‘This Is Our Land,’ Nationalism in a Small French Town",2018-04-17,2018-04-18
756,Zama,Not Rated,1,MANOHLA DARGIS,"Review: A Cinematic Marvel, ‘Zama’ Brilliantly Tackles Colonialism in the New World",2018-04-12,
757,Grace Jones: Bloodlight and Bami,,1,WESLEY MORRIS,"Review: ‘Grace Jones: Bloodlight and Bami’ Finds the Model, Singer, Actress, Person",2018-04-12,2018-04-13
758,Jeannette: The Childhood of Joan of Arc,,1,GLENN KENNY,Review: Joan of Arc Is a Young Headbanger in ‘Jeannette’,2018-04-12,
759,Truth or Dare,PG-13,0,JEANNETTE CATSOULIS,Review: Trapped in a Deadly Game of ‘Blumhouse’s Truth or Dare’,2018-04-12,2018-04-13
760,Wildling,R,0,BEN KENIGSBERG,"Review: In ‘Wildling,’ Bel Powley Finds Her Inner Monster",2018-04-12,
761,An Ordinary Man,R,0,KEN JAWOROWSKI,Review: ‘An Ordinary Man’ Stars Ben Kingsley as a War Criminal,2018-04-12,2018-04-13
762,Krystal,R,0,TEO BUGBEE,Review: ‘Krystal’ Follows a Teenager’s Racing Heart,2018-04-12,2018-04-13
763,Aardvark,PG-13,0,JEANNETTE CATSOULIS,"Review: Two Brothers, One Therapist and an ‘Aardvark’",2018-04-12,2018-04-13
764,The Judge,,0,JEANNETTE CATSOULIS,"Review: In ‘The Judge,’ a Middle Eastern Trailblazer Upholds Women’s Rights",2018-04-12,2018-04-13
765,Come Sunday,,0,BEN KENIGSBERG,"Review: In ‘Come Sunday,’ Chiwetel Ejiofor Plays a Doubting Bishop",2018-04-12,2018-04-13
766,Sgt. Stubby: An American Hero,PG,0,BEN KENIGSBERG,A War Dog Salutes in ‘Sgt. Stubby: An American Hero’,2018-04-12,2018-04-13
767,Submergence,,0,GLENN KENNY,"Review: In ‘Submergence,’ a Love Story Sunk by Geopolitics",2018-04-12,2018-04-13
768,The Rider,R,1,A.O. SCOTT,Review: ‘The Rider’ Is an American Regional Film to Savor,2018-04-11,2018-04-13
